,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1995,32,blue-collar,married,secondary,no,120,yes,yes,unknown,9,may,214,3,-1,0,unknown,0
27528,39,management,married,tertiary,no,15,yes,yes,cellular,21,nov,90,2,-1,0,unknown,0
42952,60,technician,married,secondary,no,824,yes,no,cellular,9,feb,127,1,558,7,other,1
19814,35,management,married,secondary,no,674,no,no,cellular,8,aug,87,2,-1,0,unknown,0
21676,58,retired,married,secondary,no,0,no,no,cellular,19,aug,153,2,-1,0,unknown,0
24435,42,technician,married,tertiary,no,14282,yes,no,cellular,17,nov,77,1,103,4,success,0
28834,36,blue-collar,married,secondary,no,-477,yes,no,cellular,30,jan,473,2,-1,0,unknown,0
43789,38,technician,married,secondary,no,205,no,no,cellular,26,may,332,1,-1,0,unknown,1
4925,35,management,single,tertiary,no,1045,yes,no,unknown,21,may,61,1,-1,0,unknown,0
30820,50,blue-collar,married,primary,no,859,yes,yes,telephone,9,feb,56,5,196,7,failure,0
23697,44,management,married,tertiary,no,0,no,no,cellular,28,aug,43,1,-1,0,unknown,0
9422,35,blue-collar,married,secondary,no,3595,no,no,unknown,6,jun,30,1,-1,0,unknown,0
2978,56,blue-collar,divorced,secondary,no,166,yes,no,unknown,14,may,350,2,-1,0,unknown,0
3573,36,blue-collar,married,secondary,no,412,yes,no,unknown,15,may,244,2,-1,0,unknown,0
7372,56,technician,married,primary,no,675,yes,no,unknown,29,may,137,1,-1,0,unknown,0
2590,54,services,married,secondary,no,88,yes,no,unknown,13,may,190,1,-1,0,unknown,0
4578,34,blue-collar,single,primary,no,709,yes,no,unknown,20,may,106,1,-1,0,unknown,0
1115,59,retired,divorced,primary,no,137,yes,yes,unknown,7,may,66,3,-1,0,unknown,0
3088,31,admin.,single,secondary,no,358,yes,no,unknown,14,may,180,1,-1,0,unknown,0
3466,46,entrepreneur,married,unknown,no,676,yes,yes,unknown,15,may,106,3,-1,0,unknown,0
4261,35,technician,married,unknown,no,208,yes,no,unknown,19,may,214,1,-1,0,unknown,0
19333,42,technician,single,tertiary,no,135,no,no,cellular,6,aug,384,2,-1,0,unknown,0
40573,37,admin.,married,tertiary,no,3913,yes,no,cellular,16,jul,57,2,80,1,success,0
23555,59,retired,married,secondary,no,1887,no,no,cellular,28,aug,88,8,-1,0,unknown,0
38483,44,blue-collar,married,primary,no,-101,yes,no,cellular,15,may,679,1,366,4,failure,1
23772,34,management,single,tertiary,no,603,no,no,cellular,28,aug,787,1,-1,0,unknown,0
5229,38,self-employed,single,tertiary,no,917,yes,no,unknown,23,may,260,1,-1,0,unknown,0
13262,57,blue-collar,married,secondary,no,75,no,no,cellular,8,jul,157,8,-1,0,unknown,0
21392,52,blue-collar,married,primary,no,4660,no,no,cellular,18,aug,82,3,-1,0,unknown,0
21767,37,technician,single,tertiary,no,1661,no,no,cellular,19,aug,199,5,-1,0,unknown,0
14961,35,management,married,tertiary,no,36,no,yes,cellular,16,jul,1656,5,-1,0,unknown,1
38588,31,technician,single,tertiary,no,6138,yes,no,cellular,15,may,134,5,-1,0,unknown,0
25411,52,management,married,tertiary,no,1295,yes,no,cellular,18,nov,121,1,123,1,other,0
14481,29,services,single,secondary,no,184,no,no,cellular,14,jul,46,3,-1,0,unknown,0
7025,40,management,married,tertiary,no,481,yes,no,unknown,28,may,198,2,-1,0,unknown,0
28873,41,blue-collar,divorced,secondary,no,-333,yes,no,cellular,30,jan,118,3,270,2,failure,0
799,56,retired,married,secondary,no,0,yes,no,unknown,7,may,333,4,-1,0,unknown,0
39258,28,services,single,secondary,no,129,yes,no,cellular,18,may,32,2,-1,0,unknown,0
44677,70,retired,divorced,secondary,no,6850,no,no,telephone,3,sep,228,1,182,4,failure,0
427,54,blue-collar,married,primary,no,2102,yes,no,unknown,6,may,76,1,-1,0,unknown,0
17129,28,admin.,single,secondary,no,649,yes,no,cellular,25,jul,481,3,-1,0,unknown,0
36641,35,management,married,tertiary,no,641,yes,no,cellular,12,may,41,1,-1,0,unknown,0
11882,31,blue-collar,married,secondary,no,1361,yes,no,unknown,20,jun,176,4,-1,0,unknown,0
27114,49,technician,married,secondary,no,8689,no,no,cellular,21,nov,586,1,-1,0,unknown,0
14184,54,retired,married,primary,no,0,yes,no,cellular,11,jul,159,2,-1,0,unknown,0
1391,30,services,married,secondary,no,1801,yes,no,unknown,8,may,807,2,-1,0,unknown,0
40923,49,technician,married,secondary,no,905,no,no,cellular,12,aug,90,1,68,1,success,0
36802,45,blue-collar,married,primary,no,1335,yes,no,cellular,12,may,88,2,-1,0,unknown,0
44476,35,blue-collar,married,secondary,no,884,yes,no,unknown,9,aug,6,1,-1,0,unknown,0
11498,45,management,married,tertiary,no,9711,no,no,unknown,19,jun,416,3,-1,0,unknown,0
7634,37,blue-collar,married,secondary,no,-510,yes,no,unknown,30,may,461,1,-1,0,unknown,0
39046,29,blue-collar,single,secondary,no,391,yes,no,cellular,18,may,166,1,-1,0,unknown,0
19515,57,retired,married,secondary,no,283,no,no,cellular,7,aug,123,2,-1,0,unknown,0
30990,42,management,single,tertiary,no,1285,yes,no,cellular,9,feb,21,3,252,4,other,0
38927,28,admin.,single,secondary,no,2290,yes,no,cellular,18,may,2301,1,-1,0,unknown,1
33000,35,management,single,tertiary,no,1045,yes,no,cellular,17,apr,204,5,-1,0,unknown,0
31017,35,technician,single,secondary,no,1693,yes,no,cellular,10,feb,515,1,-1,0,unknown,1
28460,28,admin.,single,secondary,no,1823,no,no,cellular,29,jan,237,1,-1,0,unknown,0
33158,35,technician,married,secondary,no,8,yes,yes,cellular,20,apr,19,6,-1,0,unknown,0
43112,33,management,single,tertiary,no,101,yes,no,cellular,23,feb,393,2,130,1,other,0
7423,46,blue-collar,married,primary,no,-169,no,yes,unknown,29,may,336,3,-1,0,unknown,0
44470,28,blue-collar,single,secondary,no,1348,yes,no,cellular,6,aug,221,2,-1,0,unknown,1
4023,38,blue-collar,single,primary,no,1465,yes,no,unknown,16,may,239,2,-1,0,unknown,0
23869,32,management,single,tertiary,no,0,no,no,cellular,29,aug,255,2,-1,0,unknown,0
36392,48,services,married,primary,no,222,yes,no,cellular,11,may,127,2,369,1,failure,0
18125,55,self-employed,married,primary,no,2349,no,yes,telephone,30,jul,350,3,-1,0,unknown,0
35787,44,admin.,married,secondary,yes,-204,yes,no,cellular,8,may,105,1,347,2,failure,0
6884,38,self-employed,married,secondary,no,279,yes,no,unknown,28,may,110,5,-1,0,unknown,0
12288,46,services,married,secondary,no,25,no,yes,unknown,25,jun,167,2,-1,0,unknown,0
29374,46,technician,married,secondary,no,1028,yes,no,cellular,2,feb,96,2,208,1,failure,0
17573,41,blue-collar,married,secondary,no,1882,yes,yes,telephone,29,jul,165,2,-1,0,unknown,0
7902,39,services,single,secondary,no,-189,yes,no,unknown,30,may,76,9,-1,0,unknown,0
23123,45,blue-collar,married,primary,no,0,no,no,cellular,26,aug,454,2,-1,0,unknown,0
40040,55,retired,divorced,secondary,no,2204,no,no,cellular,3,jun,213,1,-1,0,unknown,0
10051,39,blue-collar,single,secondary,no,653,no,no,unknown,11,jun,54,4,-1,0,unknown,0
3883,53,technician,married,secondary,no,31,yes,no,unknown,16,may,90,2,-1,0,unknown,0
2314,36,blue-collar,married,secondary,no,1554,yes,no,unknown,12,may,325,4,-1,0,unknown,0
12834,40,management,divorced,tertiary,no,492,no,yes,cellular,7,jul,125,2,-1,0,unknown,0
10315,46,technician,married,tertiary,no,53,no,no,unknown,12,jun,12,3,-1,0,unknown,0
18402,39,retired,divorced,primary,no,284,no,no,telephone,31,jul,180,8,-1,0,unknown,0
35962,28,blue-collar,single,primary,no,16,yes,no,cellular,8,may,217,7,-1,0,unknown,0
9894,37,unknown,married,unknown,no,1699,no,no,unknown,9,jun,63,1,-1,0,unknown,0
4833,34,technician,single,secondary,no,1161,yes,no,unknown,21,may,192,1,-1,0,unknown,0
23057,47,blue-collar,married,primary,no,0,no,no,cellular,26,aug,71,4,-1,0,unknown,0
34783,42,management,married,secondary,no,275,yes,no,cellular,6,may,139,6,-1,0,unknown,0
29886,34,housemaid,married,primary,no,0,yes,no,cellular,4,feb,77,1,-1,0,unknown,0
13418,57,housemaid,married,primary,no,2,no,no,telephone,9,jul,138,3,-1,0,unknown,0
3424,48,services,single,primary,no,848,yes,no,unknown,15,may,98,1,-1,0,unknown,0
29754,54,admin.,single,secondary,no,15,yes,no,cellular,4,feb,93,1,-1,0,unknown,0
1892,31,blue-collar,married,secondary,no,4471,yes,no,unknown,9,may,296,2,-1,0,unknown,0
28702,27,management,single,tertiary,no,625,no,no,cellular,30,jan,554,2,-1,0,unknown,0
20704,45,housemaid,married,primary,no,7353,no,no,cellular,13,aug,536,2,-1,0,unknown,0
9617,37,self-employed,divorced,secondary,no,231,no,no,unknown,6,jun,250,1,-1,0,unknown,0
5947,40,admin.,married,secondary,no,1327,yes,yes,unknown,26,may,76,2,-1,0,unknown,0
29414,47,services,married,secondary,no,1160,yes,no,cellular,3,feb,117,2,221,4,failure,0
44304,49,admin.,divorced,secondary,no,1180,no,no,cellular,27,jul,139,2,181,4,success,0
21346,43,management,married,tertiary,no,41630,no,no,cellular,18,aug,68,4,-1,0,unknown,0
8209,40,admin.,divorced,secondary,no,2550,yes,no,unknown,2,jun,424,2,-1,0,unknown,0
797,39,management,married,tertiary,no,305,yes,no,unknown,7,may,275,6,-1,0,unknown,0
34651,55,services,married,secondary,no,-626,yes,yes,cellular,5,may,369,2,278,5,failure,0
22174,57,technician,single,secondary,no,104,no,no,cellular,21,aug,297,2,-1,0,unknown,0
18756,33,blue-collar,married,primary,no,2064,yes,no,cellular,31,jul,18,15,-1,0,unknown,0
24395,34,admin.,single,secondary,no,0,yes,no,cellular,17,nov,214,1,174,2,failure,0
33966,25,management,single,tertiary,no,2305,no,no,cellular,30,apr,193,1,86,1,failure,0
38577,25,blue-collar,single,secondary,no,381,yes,no,cellular,15,may,951,1,-1,0,unknown,0
35752,40,management,married,tertiary,no,0,yes,no,cellular,8,may,232,1,-1,0,unknown,0
22551,51,blue-collar,married,secondary,no,548,no,no,cellular,22,aug,511,4,-1,0,unknown,0
20478,30,management,single,secondary,no,24,no,no,cellular,12,aug,29,4,-1,0,unknown,0
21942,56,services,married,secondary,no,9,no,yes,cellular,20,aug,285,2,-1,0,unknown,0
13765,32,services,married,secondary,no,0,yes,no,telephone,10,jul,75,1,-1,0,unknown,0
44431,50,management,married,tertiary,no,2881,no,no,cellular,5,aug,510,2,2,5,other,0
28506,40,management,single,tertiary,no,732,no,no,cellular,29,jan,148,2,-1,0,unknown,0
19689,44,management,married,tertiary,no,10950,yes,no,cellular,7,aug,84,1,-1,0,unknown,0
41212,60,housemaid,divorced,secondary,no,2063,no,no,cellular,21,aug,54,5,86,3,failure,0
25019,34,admin.,divorced,secondary,no,1186,yes,yes,cellular,18,nov,131,1,-1,0,unknown,0
17152,58,retired,married,primary,no,282,yes,no,cellular,28,jul,40,4,-1,0,unknown,0
29204,29,management,single,tertiary,no,29,no,no,cellular,2,feb,144,1,-1,0,unknown,0
44710,26,admin.,single,tertiary,no,760,yes,no,cellular,6,sep,164,2,186,7,success,0
34188,60,blue-collar,married,primary,no,1723,no,no,cellular,4,may,160,4,83,3,failure,0
1234,31,self-employed,married,tertiary,no,322,yes,no,unknown,8,may,159,1,-1,0,unknown,0
37690,31,admin.,married,secondary,no,8781,yes,no,cellular,14,may,680,1,177,1,success,1
18093,36,technician,divorced,secondary,no,664,yes,yes,cellular,30,jul,266,4,-1,0,unknown,0
42527,60,technician,married,secondary,no,294,no,no,telephone,18,dec,104,5,198,4,success,0
9255,49,admin.,married,secondary,no,1677,no,no,unknown,5,jun,19,3,-1,0,unknown,0
35096,41,technician,married,secondary,no,741,yes,no,cellular,6,may,606,3,335,6,other,0
43827,48,housemaid,married,secondary,no,0,no,no,cellular,28,may,270,5,-1,0,unknown,1
684,42,management,married,tertiary,no,0,yes,no,unknown,6,may,65,3,-1,0,unknown,0
23202,32,management,single,tertiary,no,1836,no,no,cellular,27,aug,96,9,-1,0,unknown,0
24134,49,management,married,secondary,no,249,no,no,telephone,6,nov,234,1,-1,0,unknown,1
21604,58,admin.,married,primary,no,0,no,no,cellular,19,aug,109,6,-1,0,unknown,0
20169,58,unknown,married,primary,no,15,no,no,cellular,11,aug,57,2,-1,0,unknown,0
35852,42,management,married,tertiary,no,-1,yes,yes,telephone,8,may,185,1,-1,0,unknown,0
8953,36,blue-collar,divorced,secondary,no,-159,yes,no,unknown,4,jun,382,3,-1,0,unknown,0
42383,25,student,single,secondary,no,304,no,no,cellular,30,nov,152,1,188,2,success,0
25135,46,blue-collar,single,primary,no,3046,yes,yes,cellular,18,nov,84,1,183,1,other,0
29717,36,blue-collar,married,secondary,no,3578,yes,no,telephone,3,feb,45,3,-1,0,unknown,0
33205,44,blue-collar,single,secondary,no,0,no,no,cellular,20,apr,133,1,-1,0,unknown,1
43271,37,management,married,tertiary,no,0,no,no,cellular,11,mar,129,4,107,2,failure,0
26380,50,blue-collar,married,primary,no,4121,yes,yes,cellular,20,nov,177,1,-1,0,unknown,0
31218,29,management,single,tertiary,no,92,no,no,cellular,2,mar,175,5,-1,0,unknown,1
15926,32,management,married,tertiary,no,578,no,yes,cellular,22,jul,29,2,-1,0,unknown,0
8625,61,retired,married,primary,no,296,yes,yes,unknown,3,jun,323,2,-1,0,unknown,0
25104,50,management,married,tertiary,no,-151,yes,no,cellular,18,nov,63,2,-1,0,unknown,0
19142,31,management,single,tertiary,no,155,yes,no,cellular,5,aug,291,1,-1,0,unknown,0
31740,39,technician,divorced,secondary,no,17441,yes,yes,cellular,7,apr,1,1,-1,0,unknown,0
16571,45,technician,married,secondary,no,1415,yes,no,cellular,24,jul,311,1,-1,0,unknown,0
36841,43,blue-collar,married,primary,no,-98,yes,yes,cellular,12,may,112,2,330,3,other,0
34060,44,technician,married,tertiary,no,1818,yes,yes,cellular,30,apr,247,1,-1,0,unknown,0
7855,33,technician,single,secondary,no,268,yes,no,unknown,30,may,275,9,-1,0,unknown,0
43523,62,technician,married,unknown,no,635,no,no,cellular,22,apr,292,4,247,1,other,0
33359,44,blue-collar,married,secondary,no,3060,yes,no,cellular,20,apr,87,2,151,3,failure,0
21573,48,technician,married,tertiary,no,0,no,no,cellular,19,aug,58,2,-1,0,unknown,0
14780,32,housemaid,married,primary,no,67,yes,no,cellular,16,jul,95,4,-1,0,unknown,0
10584,48,blue-collar,married,primary,no,554,no,no,unknown,16,jun,263,8,-1,0,unknown,0
26797,36,self-employed,married,tertiary,no,943,no,no,cellular,20,nov,115,3,-1,0,unknown,0
34108,30,technician,married,secondary,no,776,no,no,cellular,30,apr,861,2,-1,0,unknown,1
16165,27,blue-collar,single,secondary,no,113,no,no,cellular,22,jul,39,17,-1,0,unknown,0
10715,39,technician,married,secondary,no,94,no,no,unknown,16,jun,182,2,-1,0,unknown,0
25854,34,self-employed,married,tertiary,no,5498,no,no,cellular,19,nov,265,1,-1,0,unknown,0
41443,33,student,single,unknown,no,5969,no,no,cellular,4,sep,156,2,127,8,failure,0
31368,59,technician,married,secondary,no,259,no,no,cellular,18,mar,224,1,-1,0,unknown,1
15608,34,admin.,married,secondary,no,159,yes,no,cellular,21,jul,124,1,-1,0,unknown,0
42897,28,services,single,secondary,no,1059,no,no,cellular,4,feb,146,5,276,1,other,0
13248,50,blue-collar,married,secondary,no,1293,no,yes,cellular,8,jul,82,1,-1,0,unknown,0
9001,46,technician,married,secondary,no,488,no,no,unknown,5,jun,92,1,-1,0,unknown,0
1212,36,blue-collar,single,primary,no,49,yes,no,unknown,8,may,405,1,-1,0,unknown,0
4979,32,blue-collar,single,secondary,no,2696,yes,no,unknown,21,may,445,1,-1,0,unknown,0
34241,33,technician,married,secondary,no,557,no,no,cellular,4,may,367,1,-1,0,unknown,1
18344,48,blue-collar,married,secondary,no,-404,yes,no,cellular,31,jul,130,3,-1,0,unknown,0
31153,28,management,single,tertiary,no,3611,no,no,cellular,26,feb,141,2,-1,0,unknown,1
24754,49,blue-collar,married,secondary,no,2039,yes,no,cellular,18,nov,283,2,-1,0,unknown,0
32375,36,technician,single,tertiary,no,470,yes,no,cellular,16,apr,123,3,265,13,success,0
29657,37,services,divorced,secondary,no,1472,yes,no,cellular,3,feb,126,3,-1,0,unknown,0
39471,36,management,single,tertiary,no,1379,no,no,cellular,25,may,189,1,186,1,failure,1
39116,30,blue-collar,married,primary,no,-5,yes,no,cellular,18,may,518,2,-1,0,unknown,0
14123,32,admin.,married,tertiary,no,0,yes,yes,cellular,11,jul,85,2,-1,0,unknown,0
1095,43,entrepreneur,married,primary,no,526,yes,no,unknown,7,may,79,4,-1,0,unknown,0
21019,40,technician,single,tertiary,no,539,no,no,cellular,14,aug,121,2,-1,0,unknown,0
14738,42,blue-collar,divorced,secondary,no,667,yes,no,cellular,15,jul,419,8,-1,0,unknown,0
13882,31,technician,married,secondary,no,0,yes,yes,cellular,10,jul,114,1,-1,0,unknown,0
19924,32,technician,single,secondary,no,40,no,no,cellular,8,aug,419,2,-1,0,unknown,1
35965,35,student,married,tertiary,no,387,yes,no,cellular,8,may,1024,3,347,3,failure,1
18767,44,services,divorced,secondary,no,12,yes,yes,cellular,31,jul,5,3,-1,0,unknown,0
7041,32,technician,married,tertiary,no,3538,yes,no,unknown,28,may,95,5,-1,0,unknown,0
45079,63,retired,single,tertiary,no,791,no,no,cellular,21,oct,212,2,-1,0,unknown,1
1160,28,blue-collar,married,secondary,no,597,yes,no,unknown,8,may,223,2,-1,0,unknown,0
15445,28,management,single,tertiary,no,2249,yes,yes,cellular,18,jul,595,2,-1,0,unknown,0
41666,63,housemaid,married,primary,no,333,no,no,telephone,1,oct,321,1,-1,0,unknown,0
39641,33,admin.,single,tertiary,no,1077,no,no,cellular,26,may,118,2,-1,0,unknown,0
2768,44,blue-collar,married,secondary,no,0,yes,no,unknown,14,may,101,2,-1,0,unknown,0
34341,30,management,married,tertiary,no,10884,no,no,cellular,4,may,333,2,-1,0,unknown,1
27073,31,services,single,secondary,no,831,yes,no,cellular,21,nov,106,2,-1,0,unknown,0
21468,39,technician,single,tertiary,no,1043,no,no,cellular,18,aug,195,10,-1,0,unknown,0
3951,32,blue-collar,married,primary,no,158,yes,no,unknown,16,may,84,4,-1,0,unknown,0
8095,37,blue-collar,married,primary,no,1720,yes,no,unknown,2,jun,118,1,-1,0,unknown,0
43229,46,admin.,married,secondary,no,0,yes,no,cellular,5,mar,135,1,-1,0,unknown,0
13435,54,services,married,secondary,no,-22,no,yes,cellular,9,jul,85,1,-1,0,unknown,0
20300,34,management,single,tertiary,no,421,no,no,cellular,11,aug,383,3,-1,0,unknown,0
20156,45,technician,married,secondary,no,1395,yes,no,cellular,11,aug,243,4,-1,0,unknown,0
21868,31,technician,married,secondary,no,141,no,no,cellular,20,aug,110,2,-1,0,unknown,0
22465,46,services,married,secondary,no,273,no,no,cellular,22,aug,565,2,-1,0,unknown,1
37490,35,blue-collar,married,secondary,no,635,yes,no,cellular,13,may,265,2,-1,0,unknown,0
29765,35,student,single,tertiary,no,7,yes,no,telephone,4,feb,72,2,247,1,other,0
43532,73,retired,married,primary,no,796,no,no,cellular,23,apr,888,1,182,3,success,1
11542,56,admin.,married,secondary,no,5310,no,no,unknown,19,jun,74,1,-1,0,unknown,0
26462,30,services,married,secondary,no,3929,yes,no,cellular,20,nov,593,1,-1,0,unknown,1
17007,59,retired,married,secondary,no,5706,yes,no,cellular,25,jul,471,2,-1,0,unknown,0
8009,40,blue-collar,married,primary,no,540,yes,no,unknown,2,jun,21,1,-1,0,unknown,0
31541,45,management,married,primary,no,4629,no,no,telephone,2,apr,285,2,-1,0,unknown,0
37975,27,technician,single,secondary,no,218,yes,no,cellular,14,may,1462,2,352,1,failure,0
45084,29,blue-collar,single,tertiary,no,455,no,no,cellular,22,oct,542,4,148,3,success,1
30413,34,services,divorced,secondary,no,1281,no,no,cellular,5,feb,237,1,-1,0,unknown,0
19464,48,technician,divorced,secondary,no,791,no,no,cellular,7,aug,219,2,-1,0,unknown,0
44609,36,management,married,tertiary,no,5367,no,no,cellular,31,aug,324,1,455,2,failure,0
22515,33,management,single,tertiary,no,71,no,no,cellular,22,aug,107,6,-1,0,unknown,0
14439,34,blue-collar,married,primary,no,351,no,yes,cellular,14,jul,326,11,-1,0,unknown,0
17165,56,management,married,tertiary,no,-1493,no,yes,cellular,28,jul,119,4,-1,0,unknown,0
20054,51,technician,divorced,tertiary,no,4596,no,no,cellular,8,aug,334,5,-1,0,unknown,0
24154,48,management,married,tertiary,no,1,no,no,telephone,10,nov,248,1,-1,0,unknown,1
30285,50,admin.,divorced,secondary,no,223,no,no,cellular,5,feb,221,1,-1,0,unknown,0
33868,39,technician,single,secondary,no,15,yes,no,cellular,30,apr,510,1,-1,0,unknown,1
26707,31,entrepreneur,married,tertiary,no,5191,no,no,cellular,20,nov,187,2,-1,0,unknown,0
4576,32,management,single,tertiary,no,1271,yes,no,unknown,20,may,51,1,-1,0,unknown,0
3235,54,technician,divorced,secondary,no,1705,yes,no,unknown,15,may,367,2,-1,0,unknown,0
20569,30,management,married,tertiary,no,1567,yes,no,cellular,12,aug,1133,4,-1,0,unknown,1
38528,31,management,single,tertiary,no,74,yes,yes,cellular,15,may,13,11,-1,0,unknown,0
4722,39,services,married,secondary,no,5731,yes,no,unknown,20,may,175,2,-1,0,unknown,0
28584,31,technician,married,tertiary,no,702,no,yes,cellular,29,jan,157,3,182,29,failure,0
20622,38,management,married,tertiary,no,1223,no,no,cellular,12,aug,1092,5,-1,0,unknown,1
7032,36,blue-collar,married,secondary,yes,-347,yes,yes,unknown,28,may,109,3,-1,0,unknown,0
329,41,blue-collar,married,secondary,no,290,yes,no,unknown,5,may,240,2,-1,0,unknown,0
37407,33,blue-collar,married,primary,no,410,yes,no,cellular,13,may,396,2,355,2,failure,0
39899,32,admin.,married,tertiary,no,653,no,no,cellular,2,jun,84,1,-1,0,unknown,1
33617,46,blue-collar,married,primary,no,2904,no,no,cellular,20,apr,277,2,-1,0,unknown,0
33126,37,blue-collar,married,primary,no,287,yes,no,telephone,20,apr,73,3,325,3,failure,0
25117,54,management,married,tertiary,no,214,yes,no,cellular,18,nov,68,1,-1,0,unknown,0
7399,42,technician,married,secondary,no,-158,yes,no,unknown,29,may,124,3,-1,0,unknown,0
18594,49,management,divorced,tertiary,no,2564,yes,no,cellular,31,jul,744,8,-1,0,unknown,0
29250,27,admin.,single,tertiary,no,43,no,no,cellular,2,feb,95,3,-1,0,unknown,0
19586,55,housemaid,married,tertiary,no,4235,no,no,cellular,7,aug,973,4,-1,0,unknown,0
5607,30,blue-collar,married,secondary,no,2150,yes,no,unknown,23,may,465,4,-1,0,unknown,0
44034,50,technician,married,tertiary,no,5114,no,no,telephone,29,jun,286,2,153,2,other,0
3148,58,admin.,married,secondary,no,-1196,yes,yes,unknown,14,may,256,4,-1,0,unknown,0
34052,26,student,single,tertiary,no,2,no,no,cellular,30,apr,120,2,-1,0,unknown,0
8606,23,blue-collar,single,secondary,yes,-207,yes,no,unknown,3,jun,277,1,-1,0,unknown,0
19977,30,management,single,tertiary,no,2900,no,no,cellular,8,aug,147,2,-1,0,unknown,0
44940,22,admin.,single,secondary,no,372,no,no,cellular,6,oct,218,1,-1,0,unknown,1
25463,53,management,married,tertiary,no,57,no,yes,cellular,19,nov,84,3,-1,0,unknown,0
209,42,retired,married,secondary,no,56,yes,no,unknown,5,may,215,1,-1,0,unknown,0
3271,46,services,married,secondary,no,523,no,no,unknown,15,may,504,3,-1,0,unknown,0
1004,44,blue-collar,divorced,secondary,no,558,yes,no,unknown,7,may,485,1,-1,0,unknown,0
19743,53,services,married,secondary,no,1713,yes,no,cellular,7,aug,160,3,-1,0,unknown,0
40858,26,management,single,tertiary,no,141,no,no,cellular,12,aug,74,2,-1,0,unknown,0
13518,55,retired,married,tertiary,no,101,yes,no,cellular,9,jul,111,1,-1,0,unknown,0
10532,30,services,single,tertiary,no,44,no,no,unknown,16,jun,108,2,-1,0,unknown,0
27457,51,unemployed,married,secondary,no,74,no,yes,cellular,21,nov,289,3,-1,0,unknown,0
28760,46,services,married,secondary,no,417,yes,no,cellular,30,jan,219,1,2,1,other,0
11525,55,blue-collar,married,primary,no,5109,no,no,unknown,19,jun,55,1,-1,0,unknown,0
31824,44,admin.,married,secondary,no,1807,yes,yes,cellular,8,apr,229,1,313,1,failure,0
6212,49,unemployed,married,primary,no,-384,yes,no,unknown,27,may,25,1,-1,0,unknown,0
38321,35,technician,single,secondary,no,-89,yes,no,cellular,15,may,75,1,368,1,failure,0
4102,39,admin.,married,tertiary,no,259,yes,no,unknown,19,may,27,1,-1,0,unknown,0
33021,30,blue-collar,single,secondary,no,1012,yes,no,cellular,17,apr,22,3,329,1,failure,0
39804,46,management,married,tertiary,no,0,yes,no,cellular,1,jun,87,2,-1,0,unknown,0
9340,39,self-employed,married,tertiary,no,1047,no,no,unknown,6,jun,554,1,-1,0,unknown,1
18526,46,entrepreneur,married,unknown,no,4,no,yes,cellular,31,jul,171,4,-1,0,unknown,0
38750,57,blue-collar,married,secondary,no,1521,yes,yes,cellular,18,may,102,2,178,5,failure,0
6403,51,management,married,tertiary,no,1944,yes,no,unknown,27,may,217,2,-1,0,unknown,0
12043,29,management,single,tertiary,no,1422,yes,yes,unknown,20,jun,29,27,-1,0,unknown,0
7632,37,management,divorced,secondary,no,16,yes,no,unknown,30,may,638,1,-1,0,unknown,1
1728,46,blue-collar,married,secondary,no,-3,yes,no,unknown,9,may,92,2,-1,0,unknown,0
18055,35,management,married,tertiary,no,648,no,no,cellular,30,jul,674,2,-1,0,unknown,0
1868,27,technician,single,secondary,no,527,yes,no,unknown,9,may,118,1,-1,0,unknown,0
37849,25,student,single,tertiary,no,938,yes,no,cellular,14,may,36,1,352,1,other,0
14677,36,entrepreneur,married,tertiary,no,84,no,yes,cellular,15,jul,306,14,-1,0,unknown,0
31476,46,management,divorced,tertiary,no,507,yes,no,cellular,1,apr,1196,1,-1,0,unknown,1
11441,52,entrepreneur,divorced,secondary,no,302,no,no,unknown,19,jun,169,2,-1,0,unknown,0
1971,50,blue-collar,divorced,primary,no,31,yes,no,unknown,9,may,237,3,-1,0,unknown,0
43059,52,technician,married,secondary,no,195,yes,no,cellular,18,feb,220,1,63,5,failure,1
20067,37,housemaid,married,primary,no,189,no,no,cellular,8,aug,148,4,-1,0,unknown,0
15588,31,technician,married,secondary,no,1951,yes,no,cellular,21,jul,519,2,-1,0,unknown,0
694,36,technician,married,secondary,no,368,yes,yes,unknown,6,may,1597,2,-1,0,unknown,1
22113,43,technician,married,tertiary,no,1485,no,no,cellular,21,aug,180,2,-1,0,unknown,0
12047,53,retired,divorced,secondary,no,797,no,no,unknown,20,jun,14,6,-1,0,unknown,0
25737,53,management,married,tertiary,no,241,yes,no,cellular,19,nov,137,1,-1,0,unknown,0
17973,51,technician,divorced,secondary,no,43,no,no,cellular,30,jul,220,2,-1,0,unknown,0
35052,26,admin.,single,secondary,no,985,yes,no,cellular,6,may,267,2,-1,0,unknown,0
41900,39,technician,married,tertiary,no,206,no,no,cellular,20,oct,148,2,195,2,success,1
32349,42,technician,divorced,secondary,no,214,no,no,cellular,16,apr,127,1,-1,0,unknown,1
25574,30,admin.,married,secondary,no,521,yes,no,cellular,19,nov,648,1,-1,0,unknown,0
34445,31,management,divorced,tertiary,yes,10,yes,yes,cellular,5,may,167,1,-1,0,unknown,0
2114,54,admin.,married,unknown,no,-337,yes,no,unknown,12,may,288,2,-1,0,unknown,0
3629,43,blue-collar,married,primary,no,2605,yes,no,unknown,15,may,347,4,-1,0,unknown,0
